0.00000e+00,1.00000e-04,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e-03,0.00000e+00,0.00000e+00,0.00000e+00
3.33333e-02,-1.17992e-02,-1.23948e-02,1.19033e-02,1.23955e-02,-6.91737e-01,-7.20290e-01,6.91712e-01,7.20316e-01
6.66667e-02,-4.37783e-02,-4.56958e-02,4.38816e-02,4.56972e-02,-1.18464e+00,-1.23367e+00,1.18461e+00,1.23370e+00
1.00000e-01,-8.75666e-02,-9.13019e-02,8.76690e-02,9.13042e-02,-1.39103e+00,-1.44898e+00,1.39100e+00,1.44901e+00
1.33333e-01,-1.33070e-01,-1.38710e-01,1.33171e-01,1.38713e-01,-1.28970e+00,-1.34402e+00,1.28968e+00,1.34404e+00
1.66667e-01,-1.70607e-01,-1.77837e-01,1.70707e-01,1.77841e-01,-9.25534e-01,-9.64980e-01,9.25510e-01,9.65004e-01
2.00000e-01,-1.92920e-01,-2.01106e-01,1.93020e-01,2.01110e-01,-3.95675e-01,-4.12656e-01,3.95651e-01,4.12679e-01
2.33333e-01,-1.96533e-01,-2.04872e-01,1.96632e-01,2.04878e-01,1.74955e-01,1.82555e-01,-1.74978e-01,-1.82531e-01
2.66667e-01,-1.82191e-01,-1.89912e-01,1.82290e-01,1.89918e-01,6.62565e-01,6.91024e-01,-6.62588e-01,-6.91001e-01
3.00000e-01,-1.54371e-01,-1.60904e-01,1.54469e-01,1.60911e-01,9.70977e-01,1.01223e+00,-9.70999e-01,-1.01221e+00
3.33333e-01,-1.20028e-01,-1.25109e-01,1.20125e-01,1.25117e-01,1.05001e+00,1.09417e+00,-1.05003e+00,-1.09415e+00
3.66667e-01,-8.69090e-02,-9.06023e-02,8.70052e-02,9.06108e-02,9.02203e-01,9.39875e-01,-9.02226e-01,-9.39853e-01
4.00000e-01,-6.18583e-02,-6.45075e-02,6.19537e-02,6.45168e-02,5.77531e-01,6.01566e-01,-5.77553e-01,-6.01545e-01
4.33333e-01,-4.94596e-02,-5.15926e-02,4.95543e-02,5.16026e-02,1.58537e-01,1.65161e-01,-1.58559e-01,-1.65140e-01
4.66667e-01,-5.12773e-02,-5.34841e-02,5.13714e-02,5.34948e-02,-2.59674e-01,-2.70396e-01,2.59653e-01,2.70417e-01
5.00000e-01,-6.57853e-02,-6.85927e-02,6.58786e-02,6.86041e-02,-5.90017e-01,-6.14485e-01,5.89996e-01,6.14506e-01
5.33333e-01,-8.89335e-02,-9.27030e-02,8.90262e-02,9.27151e-02,-7.70539e-01,-8.02633e-01,7.70518e-01,8.02653e-01
5.66667e-01,-1.15187e-01,-1.20053e-01,1.15279e-01,1.20066e-01,-7.75266e-01,-8.07745e-01,7.75246e-01,8.07765e-01
6.00000e-01,-1.38794e-01,-1.44652e-01,1.38886e-01,1.44666e-01,-6.16983e-01,-6.42990e-01,6.16964e-01,6.43010e-01
6.33333e-01,-1.55012e-01,-1.61555e-01,1.55103e-01,1.61569e-01,-3.41779e-01,-3.56240e-01,3.41760e-01,3.56259e-01
6.66667e-01,-1.61025e-01,-1.67822e-01,1.61115e-01,1.67837e-01,-1.68446e-02,-1.75163e-02,1.68257e-02,1.75352e-02
7.00000e-01,-1.56391e-01,-1.62990e-01,1.56481e-01,1.63005e-01,2.85407e-01,2.97570e-01,-2.85426e-01,-2.97552e-01
7.33333e-01,-1.42946e-01,-1.48973e-01,1.43035e-01,1.48989e-01,5.03157e-01,5.24473e-01,-5.03175e-01,-5.24455e-01
7.66667e-01,-1.24230e-01,-1.29467e-01,1.24318e-01,1.29483e-01,5.97493e-01,6.22661e-01,-5.97511e-01,-6.22643e-01
8.00000e-01,-1.04602e-01,-1.09015e-01,1.04690e-01,1.09032e-01,5.58743e-01,5.82163e-01,-5.58760e-01,-5.82146e-01
8.33333e-01,-8.82552e-02,-9.19832e-02,8.83423e-02,9.20009e-02,4.06005e-01,4.22978e-01,-4.06022e-01,-4.22961e-01
8.66667e-01,-7.83469e-02,-8.16607e-02,7.84334e-02,8.16790e-02,1.80637e-01,1.88197e-01,-1.80654e-01,-1.88180e-01
9.00000e-01,-7.64301e-02,-7.96627e-02,7.65160e-02,7.96816e-02,-6.43007e-02,-6.69372e-02,6.42839e-02,6.69540e-02
9.33333e-01,-8.22603e-02,-8.57345e-02,8.23457e-02,8.57539e-02,-2.76034e-01,-2.87495e-01,2.76018e-01,2.87512e-01
9.66667e-01,-9.39940e-02,-9.79563e-02,9.40788e-02,9.79762e-02,-4.12963e-01,-4.30167e-01,4.12947e-01,4.30184e-01
1.00000e+00,-1.08700e-01,-1.13276e-01,1.08784e-01,1.13296e-01,-4.52393e-01,-4.71305e-01,4.52377e-01,4.71321e-01
1.03333e+00,-1.23057e-01,-1.28234e-01,1.23140e-01,1.28255e-01,-3.93805e-01,-4.10322e-01,3.93789e-01,4.10338e-01
1.06667e+00,-1.34082e-01,-1.39722e-01,1.34165e-01,1.39743e-01,-2.57278e-01,-2.68091e-01,2.57263e-01,2.68106e-01
1.10000e+00,-1.39728e-01,-1.45605e-01,1.39811e-01,1.45627e-01,-7.77116e-02,-8.09613e-02,7.76964e-02,8.09765e-02
1.13333e+00,-1.39243e-01,-1.45099e-01,1.39326e-01,1.45121e-01,1.03692e-01,1.08106e-01,-1.03707e-01,-1.08091e-01
1.16667e+00,-1.33224e-01,-1.38825e-01,1.33306e-01,1.38848e-01,2.48650e-01,2.59166e-01,-2.48665e-01,-2.59152e-01
1.20000e+00,-1.23383e-01,-1.28568e-01,1.23464e-01,1.28591e-01,3.29651e-01,3.43544e-01,-3.29666e-01,-3.43529e-01
1.23333e+00,-1.12095e-01,-1.16805e-01,1.12175e-01,1.16829e-01,3.34894e-01,3.48966e-01,-3.34908e-01,-3.48951e-01
1.26667e+00,-1.01846e-01,-1.06126e-01,1.01926e-01,1.06150e-01,2.69466e-01,2.80768e-01,-2.69480e-01,-2.80754e-01
1.30000e+00,-9.47020e-02,-9.86821e-02,9.47818e-02,9.87071e-02,1.52859e-01,1.59274e-01,-1.52872e-01,-1.59260e-01
1.33333e+00,-9.19076e-02,-9.57699e-02,9.19869e-02,9.57953e-02,1.36585e-02,1.42602e-02,-1.36720e-02,-1.42467e-02
1.36667e+00,-9.36968e-02,-9.76329e-02,9.37758e-02,9.76587e-02,-1.17167e-01,-1.22027e-01,1.17153e-01,1.22040e-01
1.40000e+00,-9.93254e-02,-1.03495e-01,9.94039e-02,1.03522e-01,-2.12907e-01,-2.21775e-01,2.12894e-01,2.21788e-01
1.43333e+00,-1.07305e-01,-1.11808e-01,1.07383e-01,1.11834e-01,-2.56327e-01,-2.67030e-01,2.56315e-01,2.67043e-01
1.46667e+00,-1.15773e-01,-1.20630e-01,1.15851e-01,1.20657e-01,-2.42516e-01,-2.52662e-01,2.42504e-01,2.52674e-01
1.50000e+00,-1.22916e-01,-1.28072e-01,1.22993e-01,1.28099e-01,-1.78948e-01,-1.86441e-01,1.78936e-01,1.86453e-01
1.53333e+00,-1.27341e-01,-1.32682e-01,1.27417e-01,1.32710e-01,-8.29499e-02,-8.64119e-02,8.29377e-02,8.64241e-02
1.56667e+00,-1.28338e-01,-1.33720e-01,1.28414e-01,1.33748e-01,2.27151e-02,2.36996e-02,-2.27271e-02,-2.36875e-02
1.60000e+00,-1.25975e-01,-1.31257e-01,1.26051e-01,1.31286e-01,1.15073e-01,1.19942e-01,-1.15085e-01,-1.19930e-01
1.63333e+00,-1.21021e-01,-1.26093e-01,1.21096e-01,1.26122e-01,1.75808e-01,1.83221e-01,-1.75820e-01,-1.83210e-01
1.66667e+00,-1.14723e-01,-1.19530e-01,1.14798e-01,1.19560e-01,1.94735e-01,2.02930e-01,-1.94747e-01,-2.02919e-01
1.70000e+00,-1.08513e-01,-1.13058e-01,1.08587e-01,1.13088e-01,1.71281e-01,1.78481e-01,-1.71293e-01,-1.78470e-01
1.73333e+00,-1.03685e-01,-1.08028e-01,1.03759e-01,1.08058e-01,1.13810e-01,1.18597e-01,-1.13821e-01,-1.18586e-01
1.76667e+00,-1.01140e-01,-1.05376e-01,1.01214e-01,1.05406e-01,3.71264e-02,3.87043e-02,-3.71373e-02,-3.86934e-02
1.80000e+00,-1.01227e-01,-1.05466e-01,1.01301e-01,1.05497e-01,-4.11453e-02,-4.28406e-02,4.11346e-02,4.28513e-02
1.83333e+00,-1.03716e-01,-1.08057e-01,1.03789e-01,1.08089e-01,-1.04479e-01,-1.08826e-01,1.04469e-01,1.08836e-01
1.86667e+00,-1.07890e-01,-1.12406e-01,1.07963e-01,1.12438e-01,-1.40810e-01,-1.46683e-01,1.40800e-01,1.46693e-01
1.90000e+00,-1.12740e-01,-1.17458e-01,1.12812e-01,1.17490e-01,-1.44694e-01,-1.50736e-01,1.44683e-01,1.50746e-01
1.93333e+00,-1.17193e-01,-1.22097e-01,1.17266e-01,1.22130e-01,-1.17921e-01,-1.22846e-01,1.17911e-01,1.22856e-01
1.96667e+00,-1.20349e-01,-1.25384e-01,1.20421e-01,1.25417e-01,-6.85711e-02,-7.14282e-02,6.85613e-02,7.14380e-02
2.00000e+00,-1.21648e-01,-1.26738e-01,1.21720e-01,1.26771e-01,-8.81726e-03,-9.16499e-03,8.80759e-03,9.17468e-03
2.03333e+00,-1.20970e-01,-1.26030e-01,1.21041e-01,1.26063e-01,4.79593e-02,4.99965e-02,-4.79688e-02,-4.99869e-02
2.06667e+00,-1.18615e-01,-1.23576e-01,1.18686e-01,1.23610e-01,9.00819e-02,9.38859e-02,-9.00913e-02,-9.38765e-02
2.10000e+00,-1.15214e-01,-1.20031e-01,1.15285e-01,1.20065e-01,1.09899e-01,1.14530e-01,-1.09908e-01,-1.14521e-01
2.13333e+00,-1.11565e-01,-1.16228e-01,1.11635e-01,1.16262e-01,1.05059e-01,1.09483e-01,-1.05068e-01,-1.09474e-01
2.16667e+00,-1.08452e-01,-1.12985e-01,1.08522e-01,1.13019e-01,7.85771e-02,8.18888e-02,-7.85860e-02,-8.18799e-02
2.20000e+00,-1.06486e-01,-1.10936e-01,1.06556e-01,1.10971e-01,3.77584e-02,3.93595e-02,-3.77671e-02,-3.93507e-02
2.23333e+00,-1.05987e-01,-1.10414e-01,1.06056e-01,1.10450e-01,-7.68065e-03,-7.98173e-03,7.67197e-03,7.99028e-03
2.26667e+00,-1.06940e-01,-1.11407e-01,1.07009e-01,1.11442e-01,-4.78419e-02,-4.98249e-02,4.78334e-02,4.98333e-02
2.30000e+00,-1.09028e-01,-1.13582e-01,1.09097e-01,1.13617e-01,-7.47340e-02,-7.78447e-02,7.47257e-02,7.78531e-02
2.33333e+00,-1.11722e-01,-1.16388e-01,1.11791e-01,1.16424e-01,-8.37890e-02,-8.72815e-02,8.37808e-02,8.72897e-02
2.36667e+00,-1.14409e-01,-1.19187e-01,1.14477e-01,1.19223e-01,-7.45442e-02,-7.76516e-02,7.45361e-02,7.76596e-02
2.40000e+00,-1.16525e-01,-1.21391e-01,1.16593e-01,1.21428e-01,-5.04119e-02,-5.25086e-02,5.04040e-02,5.25165e-02
2.43333e+00,-1.17673e-01,-1.22587e-01,1.17741e-01,1.22624e-01,-1.76541e-02,-1.83768e-02,1.76463e-02,1.83846e-02
2.46667e+00,-1.17690e-01,-1.22604e-01,1.17758e-01,1.22641e-01,1.61603e-02,1.68567e-02,-1.61680e-02,-1.68490e-02
2.50000e+00,-1.16664e-01,-1.21535e-01,1.16732e-01,1.21572e-01,4.38501e-02,4.57079e-02,-4.38576e-02,-4.57003e-02
2.53333e+00,-1.14895e-01,-1.19690e-01,1.14962e-01,1.19728e-01,6.01019e-02,6.26402e-02,-6.01093e-02,-6.26328e-02
2.56667e+00,-1.12813e-01,-1.17521e-01,1.12880e-01,1.17559e-01,6.24324e-02,6.50668e-02,-6.24397e-02,-6.50596e-02
2.60000e+00,-1.10881e-01,-1.15507e-01,1.10948e-01,1.15546e-01,5.14795e-02,5.36535e-02,-5.14867e-02,-5.36464e-02
2.63333e+00,-1.09492e-01,-1.14060e-01,1.09559e-01,1.14098e-01,3.06157e-02,3.19147e-02,-3.06228e-02,-3.19077e-02
2.66667e+00,-1.08893e-01,-1.13435e-01,1.08960e-01,1.13474e-01,5.01682e-03,5.24324e-03,-5.02376e-03,-5.23632e-03
2.70000e+00,-1.09147e-01,-1.13698e-01,1.09213e-01,1.13737e-01,-1.95676e-02,-2.03713e-02,1.95608e-02,2.03781e-02
2.73333e+00,-1.10130e-01,-1.14722e-01,1.10196e-01,1.14761e-01,-3.80658e-02,-3.96448e-02,3.80591e-02,3.96514e-02
2.76667e+00,-1.11578e-01,-1.16231e-01,1.11644e-01,1.16270e-01,-4.70904e-02,-4.90486e-02,4.70839e-02,4.90553e-02
2.80000e+00,-1.13151e-01,-1.17869e-01,1.13216e-01,1.17908e-01,-4.55134e-02,-4.74064e-02,4.55069e-02,4.74128e-02
2.83333e+00,-1.14507e-01,-1.19281e-01,1.14572e-01,1.19321e-01,-3.45198e-02,-3.59525e-02,3.45134e-02,3.59589e-02
2.86667e+00,-1.15381e-01,-1.20191e-01,1.15446e-01,1.20231e-01,-1.71750e-02,-1.78808e-02,1.71688e-02,1.78871e-02
2.90000e+00,-1.15627e-01,-1.20448e-01,1.15692e-01,1.20488e-01,2.36998e-03,2.48389e-03,-2.37615e-03,-2.47773e-03
2.93333e+00,-1.15246e-01,-1.20050e-01,1.15310e-01,1.20090e-01,1.98374e-02,2.06838e-02,-1.98435e-02,-2.06777e-02
2.96667e+00,-1.14367e-01,-1.19134e-01,1.14431e-01,1.19174e-01,3.17304e-02,3.30751e-02,-3.17364e-02,-3.30692e-02
3.00000e+00,-1.13216e-01,-1.17934e-01,1.13280e-01,1.17974e-01,3.60060e-02,3.75294e-02,-3.60119e-02,-3.75235e-02
3.03333e+00,-1.12055e-01,-1.16724e-01,1.12119e-01,1.16765e-01,3.23832e-02,3.37540e-02,-3.23890e-02,-3.37483e-02
3.06667e+00,-1.11130e-01,-1.15759e-01,1.11193e-01,1.15800e-01,2.22606e-02,2.32067e-02,-2.22663e-02,-2.32010e-02
3.10000e+00,-1.10614e-01,-1.15222e-01,1.10678e-01,1.15263e-01,8.28634e-03,8.64663e-03,-8.29191e-03,-8.64105e-03
3.13333e+00,-1.10584e-01,-1.15190e-01,1.10647e-01,1.15231e-01,-6.29777e-03,-6.54877e-03,6.29229e-03,6.55425e-03
3.16667e+00,-1.11006e-01,-1.15629e-01,1.11070e-01,1.15671e-01,-1.83830e-02,-1.91407e-02,1.83776e-02,1.91461e-02
3.20000e+00,-1.11756e-01,-1.16410e-01,1.11819e-01,1.16452e-01,-2.56382e-02,-2.67003e-02,2.56329e-02,2.67056e-02
3.23333e+00,-1.12649e-01,-1.17340e-01,1.12712e-01,1.17382e-01,-2.69336e-02,-2.80504e-02,2.69284e-02,2.80556e-02
3.26667e+00,-1.13487e-01,-1.18213e-01,1.13550e-01,1.18255e-01,-2.24768e-02,-2.34072e-02,2.24717e-02,2.34123e-02
3.30000e+00,-1.14099e-01,-1.18850e-01,1.14161e-01,1.18892e-01,-1.36672e-02,-1.42285e-02,1.36622e-02,1.42336e-02
3.33333e+00,-1.14374e-01,-1.19136e-01,1.14436e-01,1.19179e-01,-2.70364e-03,-2.80536e-03,2.69867e-03,2.81032e-03
3.36667e+00,-1.14282e-01,-1.19040e-01,1.14345e-01,1.19083e-01,7.94007e-03,8.28451e-03,-7.94495e-03,-8.27963e-03
3.40000e+00,-1.13873e-01,-1.18613e-01,1.13935e-01,1.18656e-01,1.60567e-02,1.67413e-02,-1.60615e-02,-1.67365e-02
3.43333e+00,-1.13257e-01,-1.17971e-01,1.13319e-01,1.18014e-01,2.01482e-02,2.10041e-02,-2.01530e-02,-2.09993e-02
3.46667e+00,-1.12581e-01,-1.17266e-01,1.12642e-01,1.17309e-01,1.96821e-02,2.05180e-02,-1.96867e-02,-2.05134e-02
3.50000e+00,-1.11991e-01,-1.16651e-01,1.12052e-01,1.16694e-01,1.51246e-02,1.57692e-02,-1.51292e-02,-1.57647e-02
3.53333e+00,-1.11604e-01,-1.16247e-01,1.11665e-01,1.16291e-01,7.76275e-03,8.09862e-03,-7.76724e-03,-8.09413e-03
3.56667e+00,-1.11485e-01,-1.16123e-01,1.11546e-01,1.16167e-01,-6.32939e-04,-6.49099e-04,6.28524e-04,6.53514e-04
3.60000e+00,-1.11637e-01,-1.16281e-01,1.11698e-01,1.16325e-01,-8.21828e-03,-8.55250e-03,8.21394e-03,8.55685e-03
3.63333e+00,-1.12007e-01,-1.16666e-01,1.12068e-01,1.16710e-01,-1.34674e-02,-1.40218e-02,1.34631e-02,1.40261e-02
3.66667e+00,-1.12499e-01,-1.17179e-01,1.12559e-01,1.17223e-01,-1.54689e-02,-1.61074e-02,1.54647e-02,1.61116e-02
3.70000e+00,-1.13000e-01,-1.17700e-01,1.13060e-01,1.17745e-01,-1.40657e-02,-1.46456e-02,1.40615e-02,1.46498e-02
3.73333e+00,-1.13405e-01,-1.18122e-01,1.13465e-01,1.18166e-01,-9.82691e-03,-1.02294e-02,9.82285e-03,1.02334e-02
3.76667e+00,-1.13636e-01,-1.18362e-01,1.13696e-01,1.18407e-01,-3.87077e-03,-4.02369e-03,3.86678e-03,4.02768e-03
3.80000e+00,-1.13659e-01,-1.18386e-01,1.13719e-01,1.18431e-01,2.41488e-03,2.52536e-03,-2.41881e-03,-2.52143e-03
3.83333e+00,-1.13486e-01,-1.18206e-01,1.13546e-01,1.18250e-01,7.68474e-03,8.01601e-03,-7.68860e-03,-8.01215e-03
3.86667e+00,-1.13169e-01,-1.17875e-01,1.13229e-01,1.17920e-01,1.09153e-02,1.13819e-02,-1.09191e-02,-1.13781e-02
3.90000e+00,-1.12787e-01,-1.17477e-01,1.12847e-01,1.17521e-01,1.15942e-02,1.20890e-02,-1.15979e-02,-1.20853e-02
3.93333e+00,-1.12424e-01,-1.17098e-01,1.12484e-01,1.17143e-01,9.78572e-03,1.02045e-02,-9.78940e-03,-1.02009e-02
3.96667e+00,-1.12156e-01,-1.16819e-01,1.12215e-01,1.16864e-01,6.07056e-03,6.33349e-03,-6.07418e-03,-6.32988e-03
4.00000e+00,-1.12030e-01,-1.16688e-01,1.12090e-01,1.16733e-01,1.38211e-03,1.44838e-03,-1.38566e-03,-1.44483e-03
4.03333e+00,-1.12063e-01,-1.16721e-01,1.12122e-01,1.16766e-01,-3.21769e-03,-3.34435e-03,3.21420e-03,3.34784e-03
4.06667e+00,-1.12233e-01,-1.16898e-01,1.12293e-01,1.16944e-01,-6.77134e-03,-7.04709e-03,6.76791e-03,7.05053e-03
4.10000e+00,-1.12495e-01,-1.17171e-01,1.12554e-01,1.17217e-01,-8.61829e-03,-8.97161e-03,8.61491e-03,8.97499e-03
4.13333e+00,-1.12786e-01,-1.17474e-01,1.12845e-01,1.17520e-01,-8.50929e-03,-8.85820e-03,8.50597e-03,8.86152e-03
4.16667e+00,-1.13043e-01,-1.17741e-01,1.13101e-01,1.17787e-01,-6.62538e-03,-6.89546e-03,6.62211e-03,6.89872e-03
4.20000e+00,-1.13214e-01,-1.17919e-01,1.13273e-01,1.17965e-01,-3.50517e-03,-3.64458e-03,3.50196e-03,3.64779e-03
4.23333e+00,-1.13271e-01,-1.17978e-01,1.13329e-01,1.18024e-01,9.68913e-05,1.08376e-04,-1.00052e-04,-1.05215e-04
4.26667e+00,-1.13211e-01,-1.17915e-01,1.13269e-01,1.17962e-01,3.38639e-03,3.53566e-03,-3.38949e-03,-3.53255e-03
4.30000e+00,-1.13056e-01,-1.17754e-01,1.13114e-01,1.17800e-01,5.69856e-03,5.94464e-03,-5.70162e-03,-5.94158e-03
4.33333e+00,-1.12846e-01,-1.17535e-01,1.12905e-01,1.17581e-01,6.62722e-03,6.91210e-03,-6.63023e-03,-6.90909e-03
4.36667e+00,-1.12630e-01,-1.17310e-01,1.12689e-01,1.17356e-01,6.08995e-03,6.35218e-03,-6.09291e-03,-6.34922e-03
4.40000e+00,-1.12454e-01,-1.17126e-01,1.12512e-01,1.17173e-01,4.31804e-03,4.50586e-03,-4.32095e-03,-4.50295e-03
4.43333e+00,-1.12351e-01,-1.17018e-01,1.12409e-01,1.17065e-01,1.78337e-03,1.86483e-03,-1.78623e-03,-1.86197e-03
4.46667e+00,-1.12337e-01,-1.17004e-01,1.12395e-01,1.17051e-01,-9.20598e-04,-9.52583e-04,9.17788e-04,9.55396e-04
4.50000e+00,-1.12408e-01,-1.17077e-01,1.12466e-01,1.17124e-01,-3.21289e-03,-3.34107e-03,3.21012e-03,3.34383e-03
4.53333e+00,-1.12542e-01,-1.17217e-01,1.12600e-01,1.17264e-01,-4.64568e-03,-4.83403e-03,4.64296e-03,4.83675e-03
4.56667e+00,-1.12706e-01,-1.17387e-01,1.12763e-01,1.17434e-01,-4.98845e-03,-5.19128e-03,4.98577e-03,5.19395e-03
4.60000e+00,-1.12863e-01,-1.17550e-01,1.12920e-01,1.17597e-01,-4.25783e-03,-4.43014e-03,4.25521e-03,4.43278e-03
4.63333e+00,-1.12980e-01,-1.17673e-01,1.13038e-01,1.17720e-01,-2.69395e-03,-2.80081e-03,2.69136e-03,2.80339e-03
4.66667e+00,-1.13037e-01,-1.17732e-01,1.13095e-01,1.17779e-01,-6.92313e-04,-7.15362e-04,6.89772e-04,7.17909e-04
4.70000e+00,-1.13026e-01,-1.17721e-01,1.13084e-01,1.17768e-01,1.29184e-03,1.35187e-03,-1.29434e-03,-1.34937e-03
4.73333e+00,-1.12956e-01,-1.17647e-01,1.13013e-01,1.17694e-01,2.84361e-03,2.96859e-03,-2.84607e-03,-2.96613e-03
4.76667e+00,-1.12845e-01,-1.17531e-01,1.12902e-01,1.17579e-01,3.67215e-03,3.83177e-03,-3.67458e-03,-3.82935e-03
4.80000e+00,-1.12720e-01,-1.17401e-01,1.12777e-01,1.17449e-01,3.66281e-03,3.82194e-03,-3.66519e-03,-3.81956e-03
4.83333e+00,-1.12609e-01,-1.17285e-01,1.12666e-01,1.17333e-01,2.88572e-03,3.01217e-03,-2.88806e-03,-3.00983e-03
4.86667e+00,-1.12534e-01,-1.17207e-01,1.12591e-01,1.17254e-01,1.56570e-03,1.63673e-03,-1.56800e-03,-1.63443e-03
4.90000e+00,-1.12507e-01,-1.17179e-01,1.12564e-01,1.17227e-01,2.36615e-05,2.99666e-05,-2.59246e-05,-2.77038e-05
4.93333e+00,-1.12531e-01,-1.17203e-01,1.12588e-01,1.17251e-01,-1.39889e-03,-1.45230e-03,1.39667e-03,1.45453e-03
4.96667e+00,-1.12596e-01,-1.17271e-01,1.12653e-01,1.17319e-01,-2.41320e-03,-2.50921e-03,2.41101e-03,2.51140e-03
